state,enter_price,enter_time,exit_price,ror,fiat_money,bin btc price (usdt),up btc price (krw),exchage rate(usd),kimch premium,pred premium(official)
False,35045.0,2021-07-01,41528000.0,1.0274128470976158,69357039.73399144,35045.0,41528000.0,1130.63,0.04808003167186392,0.0286159572278569
True,39320000.0,2021-07-03,33786.54,1.0274128470976158,69357039.73399144,33786.54,39320000.0,1134.51,0.025797088093355347,0.0279873145152519
False,33690.15,2021-07-06,40915000.0,1.04122722581742,72216438.07313249,33690.15,40915000.0,1130.59,0.07417359150758007,0.0286224380805642
True,39509000.0,2021-07-07,34220.02,1.04122722581742,72216438.07313249,34220.02,39509000.0,1136.93,0.015504967583597873,0.0275952229264621
False,33862.11,2021-07-08,39814000.0,1.0161523967497053,73382906.63274024,33862.11,39814000.0,1141.65,0.029885194781916535,0.0268304823070044
True,39069000.0,2021-07-10,33815.81,1.0161523967497053,73382906.63274024,33815.81,39069000.0,1146.81,0.007444265939395622,0.0259944523077668
False,33502.87,2021-07-11,39801000.0,1.0260381090855595,75293658.76065896,33502.87,39801000.0,1146.81,0.03590636232301936,0.0259944523077668
True,39633000.0,2021-07-12,34259.0,1.0260381090855595,75293658.76065896,34259.0,39633000.0,1145.31,0.010088002183502809,0.0262374842842894
False,33086.94,2021-07-13,40194000.0,1.0478429951553545,78895932.91197409,33086.94,40194000.0,1147.18,0.05894415466906677,0.0259345044202246
True,37205000.0,2021-07-19,31778.57,1.0478429951553545,78895932.91197409,31778.57,37205000.0,1142.5,0.024733064524913306,0.026692764186975
False,30839.65,2021-07-20,37663000.0,1.0410070732036754,82131224.20836768,30839.65,37663000.0,1151.92,0.0601886510973646,0.0251665233744133
True,35339000.0,2021-07-22,32144.51,1.0410070732036754,82131224.20836768,32144.51,35339000.0,1149.48,-0.04358577526957741,0.0255618553895567
False,32287.58,2021-07-23,38012000.0,1.068757245849333,87778340.98316911,32287.58,38012000.0,1150.86,0.022969604300253188,0.0253382659711559
True,37922000.0,2021-07-24,33634.1,1.068757245849333,87778340.98316911,33634.1,37922000.0,1150.86,-0.020309431540216694,0.0253382659711559
False,34261.51,2021-07-25,39113000.0,1.0105102597906785,88700914.15089698,34261.51,39113000.0,1150.86,-0.008044630444399847,0.0253382659711559
True,40076000.0,2021-07-26,35381.02,1.0105102597906785,88700914.15089698,35381.02,40076000.0,1152.12,-0.016857878839372842,0.025134119110877
False,40018.49,2021-07-30,46350000.0,1.0204154446691884,90511782.75585105,40018.49,46350000.0,1143.3,0.013045233354395558,0.0265631471328297
True,45936000.0,2021-07-31,42206.36,1.0204154446691884,90511782.75585105,42206.36,45936000.0,1143.3,-0.04804795158733155,0.0265631471328297
False,41461.84,2021-08-01,48570000.0,1.074061960675742,97215262.8510062,41461.84,48570000.0,1143.3,0.024611742106864565,0.0265631471328297
True,44950000.0,2021-08-05,39723.17,1.074061960675742,97215262.8510062,39723.17,44950000.0,1144.94,-0.011667518020055834,0.0262974321718316
False,43794.36,2021-08-09,50956000.0,1.0261000510647624,99752586.17569177,43794.36,50956000.0,1145.93,0.015357674284436351,0.0261370310673267
True,50790000.0,2021-08-10,46248.87,1.0261000510647624,99752586.17569177,46248.87,50790000.0,1147.07,-0.04261379550459343,0.0259523267651696
False,45585.0,2021-08-11,52862000.0,1.053725990761048,105111892.69895762,45585.0,52862000.0,1152.9,0.005842523310341408,0.0250077424830852
True,52335000.0,2021-08-12,45510.67,1.053725990761048,105111892.69895762,45510.67,52335000.0,1154.16,-0.003647578671555851,0.0248035956228062
False,44400.06,2021-08-13,52585000.0,1.0277634810572276,108030164.74079448,44400.06,52585000.0,1163.16,0.018213527270794838,0.0233454037636708
True,52078000.0,2021-08-14,47799.99,1.0277634810572276,108030164.74079448,47799.99,52078000.0,1163.16,-0.06332908982575824,0.0233454037636708
False,47068.5,2021-08-15,55145000.0,1.073133308824501,115930768.14114471,47068.5,55145000.0,1163.16,0.007247791994205777,0.0233454037636708
True,54817000.0,2021-08-16,46973.82,1.073133308824501,115930768.14114471,46973.82,54817000.0,1162.37,0.003956722554873782,0.0234734006046394
False,45901.3,2021-08-17,54638000.0,1.017942785546582,118010889.05215178,45901.3,54638000.0,1165.45,0.021353689245969365,0.0229743749461797
True,52674000.0,2021-08-19,44699.37,1.017942785546582,118010889.05215178,44699.37,52674000.0,1170.28,0.006943526463622174,0.0221918119817771
False,47674.01,2021-08-25,57627000.0,1.023687175841711,120806233.73236674,47674.01,57627000.0,1164.02,0.03844592315735862,0.0232060654304646
